emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,delinq_2y,months_since_last_delinq,total_credit_lines,account_never_delinq_percent,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,loan_status
technical account manager,3.0,CA,RENT,113000.0,Source Verified,18.37,0,72.0,23,91.3,debt_consolidation,individual,10800,36,15.05,374.66,C,Current
secretary,10.0,MS,MORTGAGE,33000.0,Verified,28.62,0,39.0,14,92.9,debt_consolidation,individual,10000,60,21.45,273.08,D,Current
entertainment coordinator,1.0,FL,RENT,45000.0,Source Verified,23.94,0,,28,100.0,debt_consolidation,individual,14000,36,6.72,430.49,A,Current
accountant,10.0,TX,MORTGAGE,85500.0,Source Verified,12.37,0,35.0,30,96.7,home_improvement,individual,30000,60,9.93,636.38,B,Current
clerk,0.0,TX,RENT,24000.0,Verified,16.15,0,64.0,21,95.2,other,individual,13000,36,13.58,441.67,C,Fully Paid
national organizing manger ,2.0,MS,RENT,87000.0,Source Verified,16.76,4,17.0,46,87.0,debt_consolidation,individual,8000,36,11.98,265.64,B,Current
manager,10.0,IL,MORTGAGE,84000.0,Source Verified,26.89,0,,30,100.0,debt_consolidation,individual,40000,36,5.32,1204.6,A,Current
captain,10.0,CA,MORTGAGE,135000.0,Not Verified,14.05,0,,36,100.0,debt_consolidation,individual,40000,60,10.9,867.71,B,Current
office manager/realtor,1.0,MO,MORTGAGE,132000.0,Source Verified,6.35,0,,12,100.0,house,individual,20000,60,12.61,451.08,C,Current
financial consultant,0.0,CA,RENT,182200.0,Source Verified,15.97,0,,65,100.0,debt_consolidation,individual,35000,60,18.06,889.92,D,Fully Paid
pct3,3.0,MN,MORTGAGE,51000.0,Verified,10.68,0,,19,94.4,debt_consolidation,individual,25000,60,10.42,536.36,B,Current
director of programs and education,2.0,TN,MORTGAGE,150000.0,Verified,15.85,0,40.0,49,97.7,credit_card,individual,40000,36,10.91,1307.85,B,Current
provider,2.0,CA,MORTGAGE,48300.0,Verified,33.89,0,35.0,14,92.9,debt_consolidation,individual,10000,36,24.85,396.81,E,Current
barista,1.0,FL,RENT,34000.0,Source Verified,8.34,0,,4,100.0,other,individual,5000,36,11.98,166.03,B,Current
equipment sales,4.0,OH,MORTGAGE,65000.0,Verified,25.04,0,,29,100.0,debt_consolidation,individual,30000,60,11.99,667.19,B,Current
service tech ,10.0,CA,MORTGAGE,88000.0,Source Verified,14.8,0,,6,100.0,debt_consolidation,joint,8500,36,7.97,266.25,A,Current
customer sevice,10.0,IN,MORTGAGE,39000.0,Verified,28.77,0,,10,100.0,renewable_energy,joint,10000,60,19.42,261.73,D,Current
professor,10.0,TX,MORTGAGE,264000.0,Source Verified,9.95,0,,19,100.0,debt_consolidation,individual,40000,60,12.61,902.16,C,Current
,,ND,OWN,24000.0,Verified,24.45,0,33.0,18,77.8,debt_consolidation,individual,9000,36,19.03,330.05,D,Current
plumbing dept associate,0.0,NY,OWN,25000.0,Source Verified,2.88,0,,9,100.0,debt_consolidation,individual,10000,36,6.72,307.5,A,Fully Paid
graphic designer,6.0,IL,RENT,50000.0,Source Verified,30.95,0,29.0,29,93.1,debt_consolidation,individual,20000,60,20.0,529.88,D,Current
senior property manager,0.0,IL,OWN,125000.0,Source Verified,18.83,0,38.0,33,84.8,debt_consolidation,individual,36000,60,12.61,811.95,C,Current
manager,4.0,NY,RENT,42640.0,Not Verified,5.94,0,,6,100.0,debt_consolidation,individual,5000,36,15.05,173.45,C,Current
tax analyst,9.0,CT,MORTGAGE,95800.0,Not Verified,7.27,0,34.0,27,88.9,home_improvement,individual,15000,60,9.44,314.59,B,Current
supervisor,0.0,AR,RENT,50000.0,Source Verified,17.31,0,,24,100.0,debt_consolidation,individual,10000,36,10.42,324.65,B,Current
food service worker,3.0,CA,RENT,34500.0,Source Verified,34.16,0,,8,100.0,debt_consolidation,joint,20000,36,11.98,664.1,B,Current
audiologist,0.0,KS,MORTGAGE,85000.0,Not Verified,21.56,0,,26,100.0,credit_card,individual,6500,36,10.42,211.03,B,Current
reviewer,3.0,AL,MORTGAGE,41600.0,Source Verified,14.05,0,,13,100.0,home_improvement,individual,16000,60,9.92,339.33,B,Current
office manager,10.0,MI,MORTGAGE,75000.0,Not Verified,28.45,0,45.0,23,95.7,debt_consolidation,individual,12000,36,9.92,386.76,B,Current
receptionist,1.0,MD,RENT,36400.0,Source Verified,42.93,0,,9,100.0,debt_consolidation,joint,15200,36,24.85,603.15,E,Current
quality analyst,5.0,CA,RENT,58500.0,Source Verified,6.43,0,,7,100.0,debt_consolidation,individual,8000,36,12.62,268.09,C,Current
president,0.0,FL,MORTGAGE,60000.0,Source Verified,4.12,0,,9,100.0,car,individual,22000,36,14.07,752.66,C,Current
clinical manager,4.0,MD,MORTGAGE,54105.0,Verified,10.65,13,4.0,24,45.8,vacation,individual,8000,36,18.45,291.03,D,Current
graphic design teacher,0.0,SC,MORTGAGE,35859.0,Verified,49.9,0,25.0,30,86.7,other,joint,20000,60,16.01,486.47,C,Current
senior software developer ,10.0,IL,MORTGAGE,110000.0,Not Verified,20.93,0,,25,100.0,credit_card,individual,7000,36,6.07,213.18,A,Current
bartender ,4.0,CO,RENT,45000.0,Not Verified,14.91,0,,19,100.0,credit_card,individual,10000,36,6.71,307.45,A,Current
supply planner,1.0,IL,MORTGAGE,75000.0,Source Verified,13.25,0,32.0,20,88.2,credit_card,individual,12000,36,13.59,407.75,C,Current
hr dir,10.0,FL,MORTGAGE,62000.0,Not Verified,27.35,0,,22,100.0,debt_consolidation,individual,4400,36,7.34,136.55,A,Current
foreman ,6.0,HI,RENT,95000.0,Not Verified,3.94,0,,9,100.0,debt_consolidation,individual,7000,36,6.72,215.25,A,Current
parts business development manager,1.0,IN,MORTGAGE,110000.0,Source Verified,7.73,0,,10,100.0,home_improvement,individual,25000,36,5.31,752.76,A,Current
letter carrier,10.0,NJ,OWN,82000.0,Source Verified,21.69,0,,76,98.7,credit_card,individual,40000,36,9.44,1280.2,B,Current
regional sales director,1.0,CT,MORTGAGE,125000.0,Source Verified,23.19,0,28.0,40,97.5,debt_consolidation,individual,24000,36,10.91,784.71,B,Current
store manager,6.0,FL,MORTGAGE,90000.0,Verified,13.89,0,,19,100.0,credit_card,individual,35000,36,10.41,1136.11,B,Current
president,10.0,NC,OWN,55000.0,Source Verified,2.01,0,,5,100.0,house,individual,20000,60,11.99,444.79,B,Current
welder,10.0,IL,MORTGAGE,49500.0,Not Verified,33.02,2,21.0,33,90.9,credit_card,joint,5500,36,9.93,177.29,B,Current
it service technician,4.0,PA,RENT,49000.0,Source Verified,8.4,0,,7,100.0,debt_consolidation,individual,8600,36,14.08,294.27,C,Current
installer,10.0,SC,RENT,33600.0,Verified,17.43,1,23.0,9,66.7,debt_consolidation,joint,18000,36,9.93,580.22,B,Current
heavy equipment operator,10.0,WV,MORTGAGE,45300.0,Verified,17.43,0,53.0,20,90.0,debt_consolidation,individual,18000,60,16.02,437.92,C,Current
welder,10.0,MO,MORTGAGE,52000.0,Source Verified,33.3,0,,20,100.0,debt_consolidation,joint,28225,36,20.39,1054.56,D,Current
benefits/worklife manager,10.0,GA,MORTGAGE,95000.0,Source Verified,35.95,0,,31,100.0,debt_consolidation,individual,24100,60,30.65,789.37,F,Current
software developer ii,4.0,CA,RENT,85000.0,Not Verified,13.63,0,,11,100.0,other,individual,4200,36,11.99,139.49,B,Fully Paid
sales,1.0,CA,MORTGAGE,500000.0,Source Verified,8.52,0,,16,100.0,debt_consolidation,individual,12950,36,7.35,401.94,A,Fully Paid
accountant,1.0,CA,RENT,36400.0,Verified,30.16,0,,41,100.0,major_purchase,individual,19200,60,26.3,578.28,E,Current
parts mgr,4.0,MI,MORTGAGE,75000.0,Not Verified,37.65,0,,35,100.0,credit_card,joint,16800,60,21.45,458.76,D,Current
airport supervisor ,4.0,NY,MORTGAGE,95000.0,Source Verified,14.74,0,,12,100.0,debt_consolidation,individual,30000,60,13.59,691.69,C,Current
assistant store manager,10.0,CA,RENT,62914.0,Not Verified,37.19,0,,18,100.0,major_purchase,individual,10000,36,18.45,363.79,D,Current
,,SC,MORTGAGE,24000.0,Source Verified,34.22,0,55.0,14,92.9,debt_consolidation,joint,22000,36,11.99,730.61,B,Current
director of operations,9.0,WV,MORTGAGE,152000.0,Source Verified,17.11,1,16.0,35,74.3,home_improvement,individual,26500,60,12.61,597.68,C,Current
bsa investigator,4.0,TX,MORTGAGE,85000.0,Not Verified,15.84,0,,16,100.0,debt_consolidation,individual,6500,36,10.41,211.0,B,Current
counselor,3.0,LA,RENT,33000.0,Verified,31.16,0,,37,100.0,debt_consolidation,individual,6000,36,25.82,241.17,E,Current
teacher,10.0,CA,RENT,100000.0,Verified,19.61,0,46.0,40,97.0,debt_consolidation,individual,21000,60,15.05,500.14,C,Current
chemist,0.0,MI,RENT,54000.0,Not Verified,33.0,0,,20,100.0,credit_card,individual,7300,36,9.43,233.61,B,Current
executive chef,1.0,VA,MORTGAGE,97000.0,Source Verified,16.59,0,35.0,27,85.2,debt_consolidation,individual,20000,36,12.62,670.23,C,Current
,,CA,MORTGAGE,48000.0,Source Verified,14.33,0,,11,100.0,car,individual,6000,36,21.45,227.44,D,Current
driver,10.0,CA,RENT,85000.0,Source Verified,12.25,1,8.0,28,89.3,debt_consolidation,individual,40000,36,11.99,1328.39,B,Current
district service manager,10.0,OH,MORTGAGE,142000.0,Source Verified,20.6,0,,51,100.0,home_improvement,individual,30000,60,16.02,729.87,C,Current
,,IN,OWN,33000.0,Verified,26.22,0,,19,100.0,debt_consolidation,individual,20000,60,20.39,534.23,D,Current
cashier,10.0,FL,MORTGAGE,76000.0,Source Verified,19.55,0,74.0,33,96.9,debt_consolidation,individual,18000,60,19.42,471.1,D,Current
weighmaster,3.0,NC,MORTGAGE,52000.0,Source Verified,25.99,0,,29,100.0,debt_consolidation,individual,12000,60,9.44,251.68,B,Current
manager,7.0,NC,RENT,79000.0,Source Verified,8.6,0,44.0,7,85.7,debt_consolidation,individual,15000,36,15.05,520.35,C,Current
service technician ,10.0,CA,RENT,52000.0,Not Verified,24.65,0,,12,100.0,debt_consolidation,joint,40000,36,10.9,1307.66,B,Current
,,PA,OWN,19000.0,Not Verified,21.04,0,43.0,26,92.3,credit_card,individual,6000,36,7.35,186.23,A,Current
probation corrections officer,5.0,CA,RENT,54000.0,Not Verified,29.53,0,,31,100.0,home_improvement,joint,25200,60,24.84,737.3,E,Current
family service specialist ii,6.0,NV,MORTGAGE,38400.0,Not Verified,26.19,1,22.0,15,93.3,credit_card,individual,3600,36,7.35,111.74,A,Current
,,NC,MORTGAGE,72000.0,Verified,31.22,2,,32,100.0,debt_consolidation,individual,15000,60,14.07,349.57,C,Current
carpenter,2.0,IN,RENT,35000.0,Source Verified,24.13,0,38.0,12,75.0,debt_consolidation,individual,5000,36,11.99,166.05,B,Current
lead shipping,5.0,AL,MORTGAGE,43000.0,Not Verified,11.3,0,,10,100.0,debt_consolidation,individual,20000,60,11.99,444.79,B,Current
supervisor,10.0,NJ,MORTGAGE,145000.0,Not Verified,12.87,0,,33,100.0,debt_consolidation,individual,10000,36,7.97,313.23,A,Current
teacher,10.0,MD,OWN,75000.0,Not Verified,21.23,3,13.0,34,70.6,home_improvement,individual,28900,60,28.72,912.42,F,Current
associate vice president,10.0,NC,MORTGAGE,205000.0,Source Verified,12.36,0,32.0,42,95.2,credit_card,individual,40000,36,5.32,1204.6,A,Current
physical therapist/director of rehab,5.0,FL,MORTGAGE,80000.0,Source Verified,7.32,2,11.0,17,88.2,debt_consolidation,individual,12000,36,9.43,384.01,B,Current
rn,3.0,CA,RENT,780000.0,Source Verified,1.58,0,,21,100.0,medical,individual,1000,36,10.41,32.47,B,Current
faculty,10.0,MD,MORTGAGE,81000.0,Source Verified,20.24,0,28.0,13,76.9,credit_card,individual,14000,36,12.61,469.09,C,Current
maintenance specialist,10.0,FL,MORTGAGE,48000.0,Source Verified,15.15,0,,18,100.0,home_improvement,individual,10000,36,7.34,310.33,A,Current
manager,10.0,NJ,MORTGAGE,90000.0,Not Verified,35.55,0,,43,100.0,debt_consolidation,individual,25600,60,9.93,543.05,B,Current
medical transcriber,10.0,CO,MORTGAGE,36000.0,Source Verified,26.33,0,,9,100.0,major_purchase,individual,24875,60,26.77,756.16,E,Current
assistant director of nursing ,3.0,NY,RENT,109000.0,Source Verified,17.08,0,,45,100.0,credit_card,individual,22000,60,10.9,477.24,B,Current
counselor,10.0,FL,MORTGAGE,32000.0,Verified,36.08,0,66.0,13,91.7,debt_consolidation,individual,10000,60,24.85,292.64,E,Current
owner,10.0,CA,MORTGAGE,107000.0,Source Verified,6.74,0,33.0,17,94.1,debt_consolidation,individual,7500,36,20.0,278.73,D,Current
driver,10.0,NY,RENT,117000.0,Not Verified,13.42,0,,31,100.0,debt_consolidation,individual,30000,36,18.06,1085.48,D,Current
sales manager,3.0,CO,RENT,56000.0,Not Verified,29.79,0,,17,100.0,medical,individual,4800,36,12.61,160.84,C,Current
driver,0.0,CA,MORTGAGE,75000.0,Not Verified,31.04,0,,19,100.0,other,individual,32000,60,18.45,820.45,D,Current
,,LA,MORTGAGE,27000.0,Verified,148.04,1,7.0,35,88.2,credit_card,joint,25000,60,14.08,582.75,C,Current
deli and restaurant director,0.0,CA,RENT,75000.0,Not Verified,15.66,0,,26,100.0,credit_card,individual,10000,36,13.59,339.79,C,Current
managing director,5.0,UT,MORTGAGE,350000.0,Verified,24.39,0,,40,100.0,debt_consolidation,individual,35000,36,10.42,1136.27,B,Current
real estate broker/ owner,7.0,MA,MORTGAGE,77000.0,Not Verified,15.27,0,,19,100.0,debt_consolidation,individual,25000,36,10.42,811.62,B,Current
projects manager,10.0,CT,RENT,250000.0,Source Verified,9.1,0,,21,100.0,credit_card,individual,40000,36,9.92,1289.19,B,Current
project manager,10.0,TX,MORTGAGE,100000.0,Source Verified,7.96,0,67.0,12,88.9,debt_consolidation,individual,20000,36,11.98,664.1,B,Current
librarian,10.0,MS,RENT,47000.0,Source Verified,17.88,0,24.0,22,95.5,debt_consolidation,individual,7900,36,6.71,242.89,A,Current
manager,0.0,CO,RENT,100000.0,Source Verified,17.86,0,35.0,12,83.3,other,individual,40000,60,9.43,838.71,B,Current
sales rep,10.0,CO,MORTGAGE,104000.0,Not Verified,13.97,1,6.0,36,93.8,credit_card,individual,22000,60,25.82,656.35,E,Current
quality control,10.0,UT,RENT,36025.0,Verified,19.22,0,,6,100.0,debt_consolidation,individual,6500,36,13.59,220.87,C,Current
driver,10.0,MI,MORTGAGE,48000.0,Not Verified,35.3,0,,22,100.0,other,joint,8000,36,15.05,277.52,C,Current
director of operations,10.0,TX,OWN,78000.0,Not Verified,16.6,0,,21,100.0,credit_card,individual,9600,36,13.59,326.2,C,Current
owner ,6.0,CA,RENT,72000.0,Not Verified,9.16,0,,12,100.0,credit_card,individual,10000,36,5.32,301.15,A,Current
cash office manager,10.0,NY,RENT,39000.0,Source Verified,21.05,1,18.0,21,95.0,debt_consolidation,individual,8000,36,24.84,317.41,E,Current
service engineer,3.0,FL,MORTGAGE,80000.0,Source Verified,13.56,0,,43,100.0,debt_consolidation,joint,18500,60,12.62,417.35,C,Current
,,CO,MORTGAGE,25000.0,Verified,24.2,0,,35,100.0,debt_consolidation,joint,22800,36,12.62,764.06,C,Current
warden,10.0,AR,MORTGAGE,160000.0,Source Verified,31.58,0,72.0,36,97.2,debt_consolidation,individual,28500,60,24.84,833.85,E,Current
manager fiscal operations,10.0,NJ,MORTGAGE,120850.0,Not Verified,27.88,0,,25,100.0,credit_card,individual,12000,36,6.07,365.45,A,Current
production tech,4.0,AZ,OWN,150000.0,Verified,21.97,0,78.0,23,95.7,debt_consolidation,individual,35000,60,17.47,878.71,D,Current
manager,0.0,NJ,RENT,70000.0,Verified,9.83,0,,25,100.0,debt_consolidation,joint,30000,60,17.47,753.18,D,Current
apraisal deputy,10.0,IN,OWN,44000.0,Not Verified,21.71,0,,29,100.0,debt_consolidation,individual,20000,60,16.02,486.58,C,Current
grooming apprentice ,1.0,OR,MORTGAGE,12480.0,Verified,8.65,0,,7,100.0,major_purchase,individual,5000,36,7.34,155.17,A,Current
director ,2.0,HI,RENT,97000.0,Not Verified,28.24,0,,20,100.0,debt_consolidation,individual,20000,60,12.62,451.19,C,Current
housekeeper,6.0,CA,RENT,35000.0,Verified,19.43,0,76.0,20,95.0,debt_consolidation,individual,10000,36,10.9,326.92,B,Current
cpa,10.0,NC,MORTGAGE,72000.0,Verified,27.85,0,,34,100.0,debt_consolidation,individual,32000,36,7.35,993.2,A,Current
electrician,0.0,MD,MORTGAGE,65000.0,Not Verified,8.81,0,,13,100.0,debt_consolidation,individual,3000,36,13.59,101.94,C,Current
software engineer ,6.0,MO,OWN,82000.0,Not Verified,4.83,0,,8,100.0,debt_consolidation,individual,9000,36,6.08,274.13,A,Current
administrative assistant ,4.0,CO,RENT,60000.0,Not Verified,25.9,0,,11,100.0,credit_card,individual,12500,36,5.32,376.44,A,Current
owner,10.0,MI,MORTGAGE,60000.0,Source Verified,11.66,0,,6,100.0,debt_consolidation,individual,20000,60,18.06,508.53,D,Current
mailhandler ,2.0,DC,RENT,79000.0,Not Verified,4.95,1,18.0,15,93.3,debt_consolidation,individual,10000,36,9.93,322.35,B,Current
graduate researcher,5.0,CA,RENT,41000.0,Not Verified,19.27,0,78.0,28,92.6,credit_card,individual,11000,36,20.39,410.99,D,Current
certified recovery specialist,4.0,TX,RENT,32000.0,Verified,12.72,0,,9,100.0,other,individual,13000,36,17.47,466.54,D,Current
,,AL,MORTGAGE,80000.0,Not Verified,12.77,0,,23,100.0,home_improvement,individual,17500,60,9.44,367.02,B,Current
special education teacher ,3.0,NY,OWN,41000.0,Source Verified,21.05,0,,50,100.0,debt_consolidation,individual,21650,36,11.98,718.89,B,Current
salesfloor,10.0,MO,OWN,24000.0,Source Verified,21.7,0,,12,100.0,debt_consolidation,individual,12000,36,12.62,402.14,C,Current
registered nurse ,3.0,MD,MORTGAGE,62000.0,Not Verified,16.92,0,,25,100.0,debt_consolidation,individual,22000,60,9.92,466.57,B,Current
vice president of marketing / co founder,2.0,OK,MORTGAGE,132000.0,Not Verified,19.1,0,28.0,36,91.7,debt_consolidation,joint,26000,60,10.42,557.82,B,Current
sewer worker,6.0,WA,MORTGAGE,62000.0,Verified,5.57,0,,8,100.0,major_purchase,individual,14000,60,11.99,311.36,B,Current
nurse,10.0,MO,MORTGAGE,40000.0,Not Verified,5.76,0,46.0,14,92.9,credit_card,individual,5000,36,10.42,162.33,B,Current
,,GA,RENT,23000.0,Not Verified,27.3,0,36.0,26,92.3,debt_consolidation,individual,7000,36,14.08,239.52,C,Current
sales assistant,3.0,CA,MORTGAGE,38000.0,Not Verified,3.02,0,,8,100.0,credit_card,individual,3500,36,10.41,113.62,B,Current
team leader,10.0,CO,RENT,42000.0,Not Verified,17.37,0,34.0,16,60.0,other,individual,4800,36,12.61,160.84,C,Current
inspector,10.0,AZ,MORTGAGE,105000.0,Source Verified,19.65,0,,22,100.0,debt_consolidation,individual,36000,60,12.61,811.95,C,Current
unit operator,0.0,OH,MORTGAGE,83000.0,Verified,25.22,0,52.0,24,91.7,debt_consolidation,individual,14000,60,21.45,382.3,D,Current
truck driver,3.0,TX,RENT,100000.0,Not Verified,29.94,0,46.0,43,92.7,credit_card,individual,10000,36,13.58,339.74,C,Current
resp therapist,10.0,CA,MORTGAGE,110000.0,Verified,17.65,0,,26,100.0,debt_consolidation,individual,18000,36,12.61,603.12,C,Current
manager,10.0,NY,MORTGAGE,125000.0,Not Verified,34.89,0,,54,100.0,debt_consolidation,individual,27250,60,19.42,713.2,D,Current
accounts payable,0.0,CA,RENT,38464.0,Not Verified,23.68,0,,12,100.0,credit_card,individual,4700,36,14.08,160.82,C,Current
senior associate,5.0,GA,RENT,101000.0,Source Verified,21.52,0,,42,100.0,debt_consolidation,individual,40000,60,10.42,858.18,B,Current
respiratory therapist,10.0,DE,MORTGAGE,89000.0,Not Verified,8.87,1,20.0,28,78.6,credit_card,individual,7500,36,16.01,263.72,C,Late (31-120 days)
rn,3.0,FL,RENT,69000.0,Source Verified,19.65,0,41.0,27,84.6,debt_consolidation,individual,16000,60,18.06,406.82,D,Current
attorney/member,2.0,PA,OWN,90000.0,Source Verified,23.29,1,8.0,52,89.8,debt_consolidation,joint,30000,60,15.05,714.49,C,Current
office assistant iii,10.0,WV,MORTGAGE,300000.0,Not Verified,3.33,0,79.0,19,94.7,debt_consolidation,individual,8000,36,9.43,256.01,B,Current
director of building services,10.0,WI,MORTGAGE,69900.0,Source Verified,23.43,0,,18,100.0,credit_card,individual,21000,60,10.42,450.55,B,Current
clinical manager,6.0,IL,MORTGAGE,91000.0,Source Verified,15.88,2,20.0,19,73.7,other,individual,10000,36,14.08,342.17,C,Current
administrative specialist ii,10.0,DE,MORTGAGE,34000.0,Source Verified,22.1,0,,21,100.0,debt_consolidation,individual,10000,36,10.91,326.97,B,Current
sales,2.0,CA,RENT,50000.0,Source Verified,13.32,0,,27,100.0,debt_consolidation,individual,12000,60,18.45,307.67,D,Current
lead warehouse,10.0,CA,RENT,58559.0,Source Verified,20.35,1,22.0,13,92.0,vacation,individual,20000,60,10.41,428.99,B,Current
sr sap software engineer,10.0,IL,RENT,100000.0,Verified,31.29,0,,22,100.0,debt_consolidation,individual,25200,36,10.91,823.95,B,Current
machine operator,10.0,GA,OWN,40000.0,Not Verified,25.77,0,42.0,23,96.0,debt_consolidation,individual,10000,36,9.92,322.3,B,Current
waiter,10.0,IL,RENT,25000.0,Not Verified,33.85,0,,17,100.0,home_improvement,individual,5000,36,7.34,155.17,A,Current
client support services,7.0,NC,MORTGAGE,50000.0,Verified,11.93,4,12.0,32,96.2,debt_consolidation,individual,11400,60,30.17,370.02,F,Current
supervising officer 1,10.0,WI,MORTGAGE,60000.0,Source Verified,35.74,0,,27,100.0,debt_consolidation,individual,25000,60,19.03,648.93,D,Current
optician,1.0,FL,RENT,48000.0,Source Verified,19.07,0,,10,100.0,credit_card,individual,12000,36,7.97,375.88,A,Current
driver,2.0,FL,RENT,56000.0,Source Verified,14.53,0,,17,100.0,debt_consolidation,individual,18000,36,12.62,603.21,C,Current
teacher,10.0,KS,RENT,35000.0,Not Verified,27.37,0,,17,100.0,credit_card,individual,6000,36,9.93,193.41,B,Current
electrical maintenance,0.0,AL,MORTGAGE,80000.0,Not Verified,15.99,0,,24,100.0,credit_card,individual,20000,36,5.31,602.21,A,Current
